231	150000	0
232	155000	0
233	160000	0
234	165000	0
235	170000	0
236	175000	0
237	180000	0
238	185000	0
239	190000	0
240	195000	0
241	200000	0
242	205000	0
243	210000	0
244	215000	0
245	220000	0
246	225000	0
247	230000	0
248	235000	0
249	240000	0
250	245000	0
251	250000	0
252	255000	0
253	260000	0
254	265000	0
255	270000	0
256	275000	0
257	280000	0
258	285000	0
259	290000	0
260	295000	0
261	300000	0
262	305000	0
263	310000	0
264	315000	0
265	320000	0
266	325000	0
267	330000	0
268	335000	0
269	340000	0
270	345000	0
271	350000	0
272	355000	0
273	360000	0
274	365000	0
275	370000	0
276	375000	0
277	380000	0
278	385000	0
279	390000	0
280	395000	0
281	400000	0
282	405000	0
283	410000	0
284	415000	0
285	420000	0
286	425000	0
287	430000	0
288	435000	0
289	440000	0
290	445000	0
291	450000	0
292	455000	0
293	460000	0
294	465000	0
295	470000	0
296	475000	0
297	480000	0
298	485000	0
299	490000	0
300	495000	0
301	500000	0
302	505000	0
303	510000	0
304	515000	0
305	520000	0
306	525000	0
307	530000	0
308	535000	0
309	540000	0
310	545000	0
311	550000	0
312	555000	0
313	560000	0
314	565000	0
315	570000	0
316	575000	0
317	580000	0
318	585000	0
319	590000	0
320	595000	0
321	600000	0
322	605000	0
323	610000	0
324	615000	0
325	620000	0
326	625000	0
327	630000	0
328	635000	0
329	640000	0
330	645000	0
331	650000	0
332	655000	0
333	660000	0
334	665000	0
335	670000	0
336	675000	0
337	680000	0
338	685000	0
339	690000	0
340	695000	0
341	700000	0
342	705000	0
343	710000	0
344	715000	0
345	720000	0
346	725000	0
347	730000	0
348	735000	0
349	740000	0
350	745000	0
351	750000	0
352	755000	0
353	760000	0
354	765000	0
355	770000	0
356	775000	0
357	780000	0
358	785000	0
359	790000	0
360	795000	0
361	800000	0
362	805000	0
363	810000	0
364	815000	0
365	820000	0
366	825000	0
367	830000	0
368	835000	0
369	840000	0
370	845000	0
371	850000	0
372	855000	0
373	860000	0
374	865000	0
375	870000	0
376	875000	0
377	880000	0
378	885000	0
379	890000	0
380	895000	0
381	900000	0
382	905000	0
383	910000	0
384	915000	0
385	920000	0
386	925000	0
387	930000	0
388	935000	0
389	940000	0
390	945000	0
391	950000	0
392	955000	0
393	960000	0
394	965000	0
395	970000	0
396	975000	0
397	980000	0
398	985000	0
399	990000	0
400	995000	0
401	1000000	0
