1	-1000000	0
2	-995000	0
3	-990000	0
4	-985000	0
5	-980000	0
6	-975000	0
7	-970000	0
8	-965000	0
9	-960000	0
10	-955000	0
11	-950000	0
12	-945000	0
13	-940000	0
14	-935000	0
15	-930000	0
16	-925000	0
17	-920000	0
18	-915000	0
19	-910000	0
20	-905000	0
21	-900000	0
22	-895000	0
23	-890000	0
24	-885000	0
25	-880000	0
26	-875000	0
27	-870000	0
28	-865000	0
29	-860000	0
30	-855000	0
31	-850000	0
32	-845000	0
33	-840000	0
34	-835000	0
35	-830000	0
36	-825000	0
37	-820000	0
38	-815000	0
39	-810000	0
40	-805000	0
41	-800000	0
42	-795000	0
43	-790000	0
44	-785000	0
45	-780000	0
46	-775000	0
47	-770000	0
48	-765000	0
49	-760000	0
50	-755000	0
51	-750000	0
52	-745000	0
53	-740000	0
54	-735000	0
55	-730000	0
56	-725000	0
57	-720000	0
58	-715000	0
59	-710000	0
60	-705000	0
61	-700000	0
62	-695000	0
63	-690000	0
64	-685000	0
65	-680000	0
66	-675000	0
67	-670000	0
68	-665000	0
69	-660000	0
70	-655000	0
71	-650000	0
72	-645000	0
73	-640000	0
74	-635000	0
75	-630000	0
76	-625000	0
77	-620000	0
78	-615000	0
79	-610000	0
80	-605000	0
81	-600000	0
82	-595000	0
83	-590000	0
84	-585000	0
85	-580000	0
86	-575000	0
87	-570000	0
88	-565000	0
89	-560000	0
90	-555000	0
91	-550000	0
92	-545000	0
93	-540000	0
94	-535000	0
95	-530000	0
96	-525000	0
97	-520000	0
98	-515000	0
99	-510000	0
100	-505000	0
101	-500000	0
102	-495000	0
103	-490000	0
104	-485000	0
105	-480000	0
106	-475000	0
107	-470000	0
108	-465000	0
109	-460000	0
110	-455000	0
111	-450000	0
112	-445000	0
113	-440000	0
114	-435000	0
115	-430000	0
116	-425000	0
117	-420000	0
118	-415000	0
119	-410000	0
120	-405000	0
121	-400000	0
122	-395000	0
123	-390000	0
124	-385000	0
125	-380000	0
126	-375000	0
127	-370000	0
128	-365000	0
129	-360000	0
130	-355000	0
131	-350000	0
132	-345000	0
133	-340000	0
134	-335000	0
135	-330000	0
136	-325000	0
137	-320000	0
138	-315000	0
139	-310000	0
140	-305000	0
141	-300000	0
142	-295000	0
143	-290000	0
144	-285000	0
145	-280000	0
146	-275000	0
147	-270000	0
148	-265000	0
149	-260000	0
150	-255000	0
151	-250000	0
152	-245000	0
153	-240000	0
154	-235000	0
155	-230000	0
156	-225000	0
157	-220000	0
158	-215000	0
159	-210000	0
160	-205000	0
161	-200000	0
162	-195000	0
163	-190000	0
164	-185000	0
165	-180000	0
166	-175000	0
167	-170000	0
168	-165000	0
169	-160000	0
170	-155000	0
171	-150000	0
172	-145000	0
173	-140000	0
174	-135000	0
175	-130000	0
176	-125000	0
177	-120000	0
178	-115000	0
179	-110000	0
180	-105000	0
181	-100000	0
182	-95000	0
183	-90000	0
184	-85000	0
185	-80000	0
186	-75000	0
187	-70000	0
188	-65000	0
189	-60000	0
190	-55000	0
191	-50000	0
192	-45000	0
193	-40000	0
194	-35000	0
195	-30000	0
196	-25000	0
197	-20000	0
198	-15000	0
199	-10000	0
200	-5000	0
201	0	0
202	5000	0
203	10000	0
204	15000	0
205	20000	0
206	25000	0
207	30000	0
208	35000	0
209	40000	0
210	45000	0
211	50000	0
212	55000	0
213	60000	0
214	65000	0
215	70000	0
216	75000	0
217	80000	0
218	85000	0
219	90000	0
220	95000	0
221	100000	0
222	105000	0
223	110000	0
224	115000	0
225	120000	0
226	125000	0
227	130000	0
228	135000	0
229	140000	0
230	145000	0
