40000	-5000
44708.5427135678	-7085.42713567839
49417.0854271357	-9170.85427135678
54125.6281407035	-11256.2814070352
58834.1708542714	-13341.7085427136
63542.7135678392	-15427.135678392
68251.256281407	-17512.5628140703
72959.7989949749	-19597.9899497487
77668.3417085427	-21683.4170854271
82376.8844221106	-23768.8442211055
87085.4271356784	-25854.2713567839
91793.9698492462	-27939.6984924623
96502.5125628141	-30025.1256281407
101211.055276382	-32110.5527638191
105919.59798995	-34195.9798994975
110628.140703518	-36281.4070351759
115336.683417085	-38366.8341708543
120045.226130653	-40452.2613065327
124753.768844221	-42537.6884422111
129462.311557789	-44623.1155778895
134170.854271357	-46708.5427135678
138879.396984925	-48793.9698492462
143587.939698492	-50879.3969849246
148296.48241206	-52964.824120603
153005.025125628	-55050.2512562814
157713.567839196	-57135.6783919598
162422.110552764	-59221.1055276382
167130.653266332	-61306.5326633166
171839.195979899	-63391.959798995
176547.738693467	-65477.3869346734
181256.281407035	-67562.8140703517
185964.824120603	-69648.2412060301
190673.366834171	-71733.6683417085
195381.909547739	-73819.0954773869
200090.452261307	-75904.5226130653
204798.994974874	-77989.9497487437
209507.537688442	-80075.3768844221
214216.08040201	-82160.8040201005
218924.623115578	-84246.2311557789
223633.165829146	-86331.6582914573
228341.708542714	-88417.0854271357
233050.251256281	-90502.5125628141
237758.793969849	-92587.9396984925
242467.336683417	-94673.3668341709
247175.879396985	-96758.7939698493
251884.422110553	-98844.2211055276
256592.964824121	-100929.648241206
261301.507537688	-103015.075376884
266010.050251256	-105100.502512563
270718.592964824	-107185.929648241
275427.135678392	-109271.35678392
280135.67839196	-111356.783919598
284844.221105528	-113442.211055276
289552.763819096	-115527.638190955
294261.306532663	-117613.065326633
298969.849246231	-119698.492462312
303678.391959799	-121783.91959799
308386.934673367	-123869.346733668
313095.477386935	-125954.773869347
317804.020100502	-128040.201005025
322512.56281407	-130125.628140703
327221.105527638	-132211.055276382
331929.648241206	-134296.48241206
336638.190954774	-136381.909547739
341346.733668342	-138467.336683417
346055.27638191	-140552.763819095
350763.819095477	-142638.190954774
355472.361809045	-144723.618090452
360180.904522613	-146809.045226131
364889.447236181	-148894.472361809
369597.989949749	-150979.899497487
374306.532663317	-153065.326633166
379015.075376884	-155150.753768844
383723.618090452	-157236.180904523
388432.16080402	-159321.608040201
393140.703517588	-161407.035175879
397849.246231156	-163492.462311558
402557.788944724	-165577.889447236
407266.331658291	-167663.316582915
411974.874371859	-169748.743718593
416683.417085427	-171834.170854271
421391.959798995	-173919.59798995
426100.502512563	-176005.025125628
430809.045226131	-178090.452261307
435517.587939698	-180175.879396985
440226.130653266	-182261.306532663
444934.673366834	-184346.733668342
449643.216080402	-186432.16080402
454351.75879397	-188517.587939699
459060.301507538	-190603.015075377
463768.844221106	-192688.442211055
468477.386934673	-194773.869346734
473185.929648241	-196859.296482412
477894.472361809	-198944.72361809
482603.015075377	-201030.150753769
487311.557788945	-203115.577889447
492020.100502513	-205201.005025126
496728.64321608	-207286.432160804
501437.185929648	-209371.859296482
506145.728643216	-211457.286432161
510854.271356784	-213542.713567839
515562.814070352	-215628.140703518
520271.35678392	-217713.567839196
524979.899497487	-219798.994974874
529688.442211055	-221884.422110553
534396.984924623	-223969.849246231
539105.527638191	-226055.27638191
543814.070351759	-228140.703517588
548522.613065327	-230226.130653266
553231.155778895	-232311.557788945
557939.698492462	-234396.984924623
562648.24120603	-236482.412060301
567356.783919598	-238567.83919598
572065.326633166	-240653.266331658
576773.869346734	-242738.693467337
581482.412060302	-244824.120603015
586190.954773869	-246909.547738693
590899.497487437	-248994.974874372
595608.040201005	-251080.40201005
600316.582914573	-253165.829145729
605025.125628141	-255251.256281407
609733.668341708	-257336.683417085
614442.211055276	-259422.110552764
619150.753768844	-261507.537688442
623859.296482412	-263592.964824121
628567.83919598	-265678.391959799
